post_id,text_content,hashtags,mentions,keywords,topic_category,platform_id
hc58wkufgq0h,"Should I upgrade about Nike's React? @StyleGuide, @TechHelp #SpecialOffer Really interested in hearing your thoughts!",#SpecialOffer,"@StyleGuide, @TechHelp","value, modern, helpful, disappointing",Returns,1
ew95zj1388jg,Attended the Coca-Cola SummerDreams event yesterday. Worth every penny. #Food Curious about your experience too.,#Food,@BrandCEO,"disappointing, durable, poor",Returns,4
twjomfpttspi,How do I fix about Adidas's Predator?  #Quality Really interested in hearing your thoughts!,#Quality,,"quality, expensive, performance",Support,2
iukdf3c049t2,"Comparing Google Nest Hub to the competition. Wouldn't recommend. #Trending, #MustHave Let me know what you think!","#Trending, #MustHave","@StyleGuide, @TechHelp","poor, customer",Product,4
ad95or1x743y,Has anyone else experienced connectivity issues with Microsoft's Xbox Series X? Best purchase ever.  #Affordable,#Affordable,,"efficient, expensive",Pricing,1
o6a1quj95j4g,"Should I upgrade about Toyota's Corolla? @NewsOutlet, @BrandCEO #Deal, #Fitness, #Affordable Really interested in hearing your thoughts!","#Deal, #Fitness, #Affordable","@NewsOutlet, @BrandCEO","customer, stylish, delivery, innovation",Marketing,3
fvvna7s3i8o9,"So happy with my new Air Max from Nike! Does the job. #Food, #Fashion, #Eco","#Food, #Fashion, #Eco",@CompetitorBrand,"outdated, experience",Pricing,4
rmipni0l7isu,"My one week review of Apple iPhone 15: Highly recommend. #Lifestyle, #Beauty, #Sustainable Let me know what you think!","#Lifestyle, #Beauty, #Sustainable","@NewsOutlet, @ReviewSite","durable, competitive",Delivery,5
kav2chyjlyfh,"Just saw an ad for Toyota Corolla during the LoyaltyRewards. As expected. #NewRelease, #Fitness, #Health","#NewRelease, #Fitness, #Health",@StyleGuide,"fast, experience",Support,3
diit5b88okj9,"Just unboxed my new React from Nike. Absolutely loving it. Bummed out #Reviews, #Tech, #TrendAlert","#Reviews, #Tech, #TrendAlert",@IndustryExpert,"recommendation, experience, responsive, fast",Pricing,4
82f1cjvl76gu,"Anyone have tips about Google's Pixel Buds?  #Limited, #Premium Curious about your experience too.","#Limited, #Premium",,"budget, design, eco-friendly",Returns,4
bgl6evr4cs59,Just unboxed my new Crystal Pepsi from Pepsi. Highly recommend. Feeling let down #NewRelease Would love to get your feedback!,#NewRelease,,"excellent, efficient, upgraded",Pricing,4
ah7pa0dut3sr,My six months review of Toyota Prius: Had issues with it. #Innovation Curious about your experience too.,#Innovation,,"upgraded, excellent, sustainable, expensive",Marketing,3
4tvcdflkfgt7,"Should I upgrade about Toyota's Highlander?  #Deal, #Fitness, #Discount Really interested in hearing your thoughts!","#Deal, #Fitness, #Discount",,"delivery, eco-friendly",Product,5
pb9u556ghujy,Just saw an ad for Samsung Galaxy Z Fold during the BackToSchool. Had issues with it. #Lifestyle,#Lifestyle,"@IndustryExpert, @CompetitorBrand","competitive, design, price",Support,2
plu20sdysg82,"How do I fix about Pepsi's Pepsi Lime? @RetailSupport, @IndustryExpert #Eco, #Exclusive, #Travel Would love to get your feedback!","#Eco, #Exclusive, #Travel","@RetailSupport, @IndustryExpert","excellent, innovation, service",Support,2
z1fpi9k45frk,Anyone have tips about Apple's AirPods Pro? @CompetitorBrand #Food Curious about your experience too.,#Food,@CompetitorBrand,"price, delivery",Marketing,2
hi8m3jyc7r4l,"Has anyone else experienced connectivity issues with Nike's Dri-FIT? Had issues with it.  #Quality, #TrendAlert, #Premium","#Quality, #TrendAlert, #Premium",,"sustainable, excellent, feature",Pricing,1
vp3pzg908qpt,So happy with my new Surface Pro from Microsoft! Highly recommend. #Premium Really interested in hearing your thoughts!,#Premium,,"feature, traditional",Returns,3
a5hlsqdtmcmm,"Just unboxed my new Halo Band from Amazon. Not worth the money. Confused about #Health, #Lifestyle, #MustHave","#Health, #Lifestyle, #MustHave",@InfluencerName,"reliable, improved, eco-friendly",Support,2
erm4227xogsz,"Just unboxed my new Ring Camera from Amazon. Best purchase ever. Delighted #Reviews, #Sale, #Beauty","#Reviews, #Sale, #Beauty","@RetailSupport, @TrendSetter","traditional, feature",Pricing,5
4wdjeu96js0u,Just unboxed my new Fire Tablet from Amazon. Best purchase ever. So happy #Reviews Curious about your experience too.,#Reviews,,"price, slow",Delivery,2
7z0v0zhpm323,"Frustrated with my new Predator from Adidas! Worth every penny. #Deal, #Tech Really interested in hearing your thoughts!","#Deal, #Tech",,"modern, design",Marketing,5
f616296iwchr,"Has anyone else experienced battery problems with Microsoft's Xbox Series X? Highly recommend.  #Discount, #Fitness, #Food","#Discount, #Fitness, #Food",,"improved, sustainable, experience, excellent",Delivery,4
eoxbkb9jsis9,Anyone have tips about Pepsi's Pepsi Max? @IndustryExpert #NewRelease Would love to get your feedback!,#NewRelease,@IndustryExpert,"customer, amazing, improved, modern",Marketing,1
o89cktuo81m9,Just unboxed my new Vision Pro from Apple. Had issues with it. Loving it #Tech,#Tech,,"fast, satisfaction, reliable, performance",Delivery,3
na8568eeamzf,Just tried the Fanta from Coca-Cola. Mixed feelings about it. #Deal Let me know what you think!,#Deal,"@StyleGuide, @CompetitorBrand","unique, delivery, luxury, expensive",Marketing,2
a6ksahikuog7,"Could someone explain with my new Highlander from Toyota! Not bad. #Sustainable, #Food Would love to get your feedback!","#Sustainable, #Food","@RetailSupport, @ReviewSite","design, disappointing, eco-friendly, recommendation",Marketing,2
m1xouaqhgy6s,"Just unboxed my new Crystal Pepsi from Pepsi. Returning it ASAP. Thrilled #Discount, #Sale Let me know what you think!","#Discount, #Sale","@IndustryExpert, @RetailSupport","excellent, sustainable, delivery, poor",Marketing,5
8k0fv4z597zy,Just saw an ad for Toyota Corolla during the ReferralBonus. Not worth the money. #Reviews,#Reviews,@TechHelp,"service, responsive, traditional, poor",Returns,4
cuxxryskbc66,"Loving it with my new Samba from Adidas! Worth every penny. #MustHave, #ProductLaunch Really interested in hearing your thoughts!","#MustHave, #ProductLaunch",@BrandCEO,"upgraded, improved, eco-friendly, customer",Support,1
tq8t977zzbwo,Thrilled with my new Camry from Toyota! Not bad. #NewRelease Let me know what you think!,#NewRelease,"@IndustryExpert, @TrendSetter","feature, cheap, value, user-friendly",Delivery,2
6xd1ve5yr3g3,"How do I fix about Google's Nest Thermostat?  #Travel, #Health, #Sustainable Would love to get your feedback!","#Travel, #Health, #Sustainable",,"unique, experience, upgraded, luxury",Delivery,4
0ox3cz8m57tr,"Just unboxed my new Highlander from Toyota. Had issues with it. Delighted #Food, #Trending Really interested in hearing your thoughts!","#Food, #Trending",,"improved, traditional, sustainable, reliable",Support,1
fhtr1b9chaix,"Cannot believe with my new Galaxy Tab from Samsung! Returning it ASAP. #Reviews, #Limited, #MustHave","#Reviews, #Limited, #MustHave","@RetailSupport, @BrandSupport","performance, slow",Returns,3
kss2gd38kphk,"Just tried the iPhone 15 from Apple. Not bad. #Travel, #MustHave, #Exclusive Let me know what you think!","#Travel, #MustHave, #Exclusive","@BrandSupport, @CelebrityName","sustainable, user-friendly",Delivery,3
v1d3v6lqz5w8,"Can't contain my excitement with my new Xbox Elite Controller from Microsoft! Absolutely loving it. #SpecialOffer, #Deal","#SpecialOffer, #Deal","@CustomerService, @IndustryExpert","excellent, performance",Delivery,4
7genf8u1lbqs,Super excited with my new Halo Band from Amazon! Exceeded my expectations. #Sale Really interested in hearing your thoughts!,#Sale,,"helpful, value, user-friendly, slow",Returns,2
dhdck67catfd,Comparing Toyota RAV4 to the competition. Disappointed with the quality. #Innovation Really interested in hearing your thoughts!,#Innovation,"@ReviewSite, @BrandCEO","excellent, durable",Support,3
o7438y034im7,"Coca-Cola SustainableFuture is outstanding! Can't wait to see what's coming next. #Beauty, #Eco Really interested in hearing your thoughts!","#Beauty, #Eco",,"experience, value",Marketing,4
3g172oxvavy2,Comparing Nike Zoom Pegasus to the competition. Worth every penny. #Sale Let me know what you think!,#Sale,@CompetitorBrand,"durable, unique",Returns,5
lr4wpeey3m6g,"Has anyone else experienced customer service with Pepsi's Pepsi Max? Exceeded my expectations. @CustomerService, @MarketingTeam #Tech, #CustomerService","#Tech, #CustomerService","@CustomerService, @MarketingTeam","fast, price",Support,3
13loaa2owl33,"Thrilled with my new Halo Band from Amazon! Mixed feelings about it. #Exclusive, #Promo Really interested in hearing your thoughts!","#Exclusive, #Promo",,"user-friendly, value, quality, premium",Delivery,3
k1skw5s2altv,"Attended the Adidas LaunchWave event yesterday. It's okay. #Beauty, #Innovation Let me know what you think!","#Beauty, #Innovation",,"customer, delivery",Marketing,2
avx4h4nwawiv,Super excited with my new Air Force 1 from Nike! Absolutely loving it. #Sale Really interested in hearing your thoughts!,#Sale,,"cheap, efficient, modern, expensive",Delivery,2
cucnep7e1qt9,Just tried the Gazelle from Adidas. Returning it ASAP. #Promo Really interested in hearing your thoughts!,#Promo,@MarketingTeam,"fast, excellent, expensive, competitive",Returns,1
nkpglavsduva,"Just tried the Xbox Series X from Microsoft. Worth every penny. #Affordable, #Reviews, #Eco Let me know what you think!","#Affordable, #Reviews, #Eco",@TechHelp,"disappointing, expensive, excellent, recommendation",Pricing,1
cevph7efmbu6,"Attended the Coca-Cola WinterWonders event yesterday. Not worth the money. #Food, #Fashion Would love to get your feedback!","#Food, #Fashion","@TrendSetter, @ReviewSite","competitive, eco-friendly",Support,4
6ek1ozir5g1j,"Delighted with my new Fire Tablet from Amazon! Best purchase ever. #Trending, #Premium Let me know what you think!","#Trending, #Premium",,"helpful, expensive, unique, recommendation",Marketing,3
8becfhw86s9m,"Can't contain my excitement with my new Stan Smith from Adidas! Had issues with it. #MustHave, #Sustainable","#MustHave, #Sustainable","@ProductTeam, @ReviewSite","cheap, satisfaction",Support,3
9qpap20duy0o,Just tried the React from Nike. Wouldn't recommend. #Premium Curious about your experience too.,#Premium,"@NewsOutlet, @CelebrityName","poor, disappointing, customer",Product,4
5m8l8zkuuye8,"Toyota NextGeneration is outstanding! Can't wait to see what's coming next. #Reviews, #Lifestyle, #Deal Curious about your experience too.","#Reviews, #Lifestyle, #Deal",,"expensive, outdated",Marketing,2
33kwxwoj58ti,"How do I fix about Google's Nest Thermostat? @InfluencerName, @TechHelp #Beauty Would love to get your feedback!",#Beauty,"@InfluencerName, @TechHelp","stylish, excellent",Product,2
dvh2vjh5kr8a,"My one week review of Toyota Tacoma: Returning it ASAP. #MustHave, #BestValue, #Innovation Really interested in hearing your thoughts!","#MustHave, #BestValue, #Innovation",@CompetitorBrand,"slow, modern",Returns,2
spn27tu3p4g0,"Just unboxed my new Pepsi Zero Sugar from Pepsi. Highly recommend. Bummed out #Fitness, #Travel, #BestValue","#Fitness, #Travel, #BestValue",,"quality, helpful, cheap",Marketing,2
eg9wjmbwlpqu,"Could someone explain with my new Apple Watch from Apple! Exceeded my expectations. #Quality, #Limited","#Quality, #Limited",,"cheap, customer, amazing",Delivery,2
zi0rv3kf3rvf,Just unboxed my new Pixel Buds from Google. Disappointed with the quality. Confused about #Trending,#Trending,@TechHelp,"expensive, traditional",Pricing,5
qe6ms3p8ay8z,"Just saw an ad for Samsung Galaxy S25 during the SummerSale. Had issues with it. #Reviews, #Quality","#Reviews, #Quality",,"durable, customer, stylish",Marketing,4
yjc4qr4j7pwr,"Attended the Amazon WinterWonders event yesterday. Disappointed with the quality. #Lifestyle, #ProductLaunch Curious about your experience too.","#Lifestyle, #ProductLaunch",@IndustryExpert,"disappointing, poor, improved, price",Product,3
zbqlwrkvtxs2,My two days review of Pepsi Diet Pepsi: It's okay. #Health Let me know what you think!,#Health,"@IndustryExpert, @MarketingTeam","excellent, responsive",Pricing,1
zigv959xwgog,Attended the Microsoft GlobalCampaign event yesterday. Absolutely loving it. #ProductLaunch Really interested in hearing your thoughts!,#ProductLaunch,,"performance, user-friendly, stylish, competitive",Marketing,2
7tcjiy889m2s,Has anyone else experienced battery problems with Samsung's Galaxy Tab? Wouldn't recommend. @NewsOutlet #Exclusive Let me know what you think!,#Exclusive,@NewsOutlet,"user-friendly, amazing, sustainable",Product,2
0rzsrg7pzd4r,"Just saw an ad for Google Pixel 8 during the SustainableFuture. Highly recommend. #TrendAlert, #ProductLaunch","#TrendAlert, #ProductLaunch",,"premium, disappointing",Returns,1
m8d5xkv1su4h,"Just saw an ad for Coca-Cola Coke Zero during the LocalTouchpoints. Wouldn't recommend. #Exclusive, #Eco, #Sale","#Exclusive, #Eco, #Sale",,"recommendation, value",Support,3
95s9mg874x3a,"Pepsi DigitalTransformation is amazing! Can't wait to see what's coming next. #Health, #Reviews, #Premium Let me know what you think!","#Health, #Reviews, #Premium","@CustomerService, @StyleGuide","premium, efficient, stylish",Returns,3
jyyhqowv1uwj,Attended the Toyota BlackFriday event yesterday. Not worth the money. #Health Would love to get your feedback!,#Health,@ProductTeam,"outdated, recommendation",Support,3
j6m1aohbwe0d,"My six months review of Google Pixel 8: Absolutely loving it. #Exclusive, #Promo Curious about your experience too.","#Exclusive, #Promo",@ProductTeam,"durable, budget",Delivery,4
c33aqz2at94p,"Anyone have tips about Nike's Air Jordan?  #Promo, #Fashion Really interested in hearing your thoughts!","#Promo, #Fashion",,"experience, durable, design",Delivery,2
c599w4udirxo,"Just unboxed my new Pixel 8 from Google. Exceeded my expectations. Cannot believe #Reviews, #Innovation","#Reviews, #Innovation","@MarketingTeam, @InfluencerName","outdated, service",Pricing,1
oawbux965i78,"Just tried the FlyKnit from Nike. Highly recommend. #Premium, #BestValue Curious about your experience too.","#Premium, #BestValue",@IndustryExpert,"responsive, fast, service",Pricing,5
6jzgsakdx26h,Comparing Nike Air Max to the competition. Absolutely loving it. #MustHave Curious about your experience too.,#MustHave,@ProductTeam,"delivery, feature, expensive, design",Delivery,1
pntjqofitxfx,"My one month review of Toyota RAV4: Absolutely loving it. #Discount, #Reviews, #TrendAlert Would love to get your feedback!","#Discount, #Reviews, #TrendAlert",@CelebrityName,"delivery, helpful",Delivery,5
w8xo98bxkjne,Toyota LaunchWave is decent! Can't wait to see what's coming next. #Innovation Really interested in hearing your thoughts!,#Innovation,,"sustainable, upgraded",Delivery,2
ix2orf9wppv2,"Just unboxed my new Pepsi Wild Cherry from Pepsi. Exceeded my expectations. Frustrated #MustHave, #Limited, #SpecialOffer","#MustHave, #Limited, #SpecialOffer",@MarketingTeam,"customer, recommendation, experience",Product,5
6d5hthvo6e8y,"Just unboxed my new Galaxy Tab from Samsung. Highly recommend. Feeling let down #MustHave, #Health, #Deal","#MustHave, #Health, #Deal",@TrendSetter,"disappointing, sustainable, fast",Pricing,2
hziq3bs1jnwi,Comparing Google Pixel Buds to the competition. Absolutely loving it. #Limited Curious about your experience too.,#Limited,"@ProductTeam, @TrendSetter","helpful, recommendation",Product,3
plzpev9790fe,"Samsung SustainableFuture is standard! Can't wait to see what's coming next. #Deal, #Reviews Would love to get your feedback!","#Deal, #Reviews","@RetailSupport, @IndustryExpert","service, excellent",Product,2
5h4vqlh35cz0,"Has anyone else experienced software bugs with Pepsi's Crystal Pepsi? Highly recommend. @TechHelp, @IndustryExpert #Deal, #TrendAlert","#Deal, #TrendAlert","@TechHelp, @IndustryExpert","helpful, responsive",Returns,3
lnfo0spntg9b,"Attended the Google SummerDreams event yesterday. Not worth the money. #NewRelease, #Trending Let me know what you think!","#NewRelease, #Trending",@IndustryExpert,"amazing, feature, expensive",Delivery,3
narbvscn2kdb,"Comparing Apple iPad Air to the competition. It's okay. #Sustainable, #Food Let me know what you think!","#Sustainable, #Food",,"value, outdated",Returns,2
5ktjn32lr2eb,Comparing Adidas Superstar to the competition. Returning it ASAP. #Fitness Let me know what you think!,#Fitness,,"poor, disappointing",Returns,5
g30uo5vft0g3,"Comparing Coca-Cola Coca-Cola Vanilla to the competition. Wouldn't recommend. #Reviews, #Eco, #TrendAlert Let me know what you think!","#Reviews, #Eco, #TrendAlert",@CelebrityName,"helpful, competitive, experience, premium",Support,4
3m9buofrsg1h,"My three months review of Coca-Cola Coca-Cola Vanilla: Worth every penny. #Deal, #Beauty, #Trending Curious about your experience too.","#Deal, #Beauty, #Trending",,"user-friendly, expensive, helpful",Marketing,3
x9ssjvsrwnap,"Just unboxed my new Fire TV from Amazon. Absolutely loving it. Can't contain my excitement #Promo, #Sustainable","#Promo, #Sustainable",,"improved, sustainable, feature, cheap",Product,2
zzcslp4ic6tb,"Has anyone else experienced connectivity issues with Samsung's Galaxy S25? Exceeded my expectations. @RetailSupport, @ProductTeam #MustHave, #ProductLaunch, #Limited","#MustHave, #ProductLaunch, #Limited","@RetailSupport, @ProductTeam","performance, unique, cheap, luxury",Delivery,4
003yqlh86w25,Attended the Adidas EarthDay event yesterday. Disappointed with the quality. #Affordable Would love to get your feedback!,#Affordable,"@TrendSetter, @StyleGuide","quality, feature, expensive, price",Delivery,5
97vekm12qsp3,My two days review of Microsoft Surface Pro: Exceeded my expectations. #Reviews Let me know what you think!,#Reviews,@BrandSupport,"helpful, slow",Delivery,2
d64hfe3xgi44,"Any advice about Samsung's Galaxy Tab? @TrendSetter, @ReviewSite #Limited Let me know what you think!",#Limited,"@TrendSetter, @ReviewSite","performance, value",Returns,5
h2zgofyuwd6p,"Has anyone else experienced connectivity issues with Amazon's Fire TV? Absolutely loving it. @RetailSupport #MustHave, #Trending, #Health","#MustHave, #Trending, #Health",@RetailSupport,"user-friendly, premium",Product,2
7sfrzmeu34av,"Just saw an ad for Nike React during the NextGeneration. Not worth the money. #Affordable, #Reviews, #Beauty","#Affordable, #Reviews, #Beauty","@StyleGuide, @TrendSetter","outdated, innovation, price",Delivery,5
glj650udnvgx,Just tried the Pepsi Max from Pepsi. Absolutely loving it. #Sustainable Would love to get your feedback!,#Sustainable,,"traditional, fast, delivery",Marketing,2
xsowxghh70d1,"Can't contain my excitement with my new Pixel Buds from Google! It's okay. #Reviews, #NewRelease, #CustomerService","#Reviews, #NewRelease, #CustomerService","@IndustryExpert, @ProductTeam","feature, satisfaction",Marketing,1
wbb51kgps34m,"My one week review of Coca-Cola Diet Coke: Highly recommend. #Food, #CustomerService, #ProductLaunch Would love to get your feedback!","#Food, #CustomerService, #ProductLaunch",,"recommendation, expensive, innovation, price",Support,5
axidvd0ttnr6,Just saw an ad for Nike React during the NextGeneration. Absolutely loving it. #Lifestyle Curious about your experience too.,#Lifestyle,,"traditional, value",Support,5
htkurilqu3hv,"Just saw an ad for Coca-Cola Diet Coke during the FallCollection. Disappointed with the quality. #Reviews, #Beauty","#Reviews, #Beauty","@CelebrityName, @CompetitorBrand","performance, reliable, stylish, expensive",Returns,3
5r8mq6114vxd,"Google InnovationX is amazing! Can't wait to see what's coming next. #Affordable, #Fashion Would love to get your feedback!","#Affordable, #Fashion",@BrandSupport,"competitive, reliable, performance, service",Pricing,5
y4g6tp8pk2bt,"Just tried the RAV4 from Toyota. Disappointed with the quality. #Limited, #NewRelease Really interested in hearing your thoughts!","#Limited, #NewRelease","@ProductTeam, @StyleGuide","helpful, modern, efficient",Marketing,1
czx0t4vba6hy,Comparing Nike Air Force 1 to the competition. Worth every penny. #Sale Would love to get your feedback!,#Sale,@CustomerService,"fast, upgraded",Product,3
a3vh0wesnhg2,Has anyone else experienced customer service with Coca-Cola's Coca-Cola Vanilla? Returning it ASAP. @InfluencerName #Lifestyle,#Lifestyle,@InfluencerName,"amazing, upgraded",Delivery,1
n3908qbtpo5e,"Not sure why with my new AirPods Pro from Apple! As expected. #SpecialOffer, #Premium, #Travel","#SpecialOffer, #Premium, #Travel",@ProductTeam,"unique, stylish, innovation",Returns,1
ntkjd2gtrnoe,Microsoft PowerRelease is outstanding! Can't wait to see what's coming next. #Exclusive Curious about your experience too.,#Exclusive,,"sustainable, unique",Support,4
t546wl31j3w5,Adidas NextGeneration is acceptable! Can't wait to see what's coming next. #Fitness Really interested in hearing your thoughts!,#Fitness,@ProductTeam,"traditional, excellent, modern",Support,3
zrl06iiw4vhd,"My two days review of Microsoft Surface Duo: Returning it ASAP. #Sale, #BestValue Would love to get your feedback!","#Sale, #BestValue",,"amazing, slow, sustainable",Marketing,1
wusg0uhw3wbd,"Cannot believe with my new Diet Pepsi from Pepsi! Mixed feelings about it. #Sustainable, #Fitness","#Sustainable, #Fitness",@TechHelp,"budget, design, customer, responsive",Product,4
p04s9sisxf21,"Sad to report with my new Diet Coke from Coca-Cola! Exceeded my expectations. #Reviews, #MustHave","#Reviews, #MustHave",,"expensive, unique, luxury",Delivery,1
n0d68kdsm2zj,Just unboxed my new Pepsi Lime from Pepsi. Wouldn't recommend. Confused about #Health Curious about your experience too.,#Health,"@TrendSetter, @ProductTeam","feature, sustainable, poor, unique",Marketing,4
spsiiauprji4,"My one year review of Toyota RAV4: Highly recommend. #Eco, #Reviews, #Food Curious about your experience too.","#Eco, #Reviews, #Food",@TechHelp,"premium, innovation",Product,3
ikole96k6nwt,"Just tried the Pixel Tablet from Google. Highly recommend. #SpecialOffer, #CustomerService Let me know what you think!","#SpecialOffer, #CustomerService",@RetailSupport,"eco-friendly, quality, modern",Pricing,2
b576rqgkasgm,Just unboxed my new Pepsi Zero Sugar from Pepsi. Returning it ASAP. Sad to report #Lifestyle,#Lifestyle,,"quality, stylish",Product,3
fc6x1kd343ak,"My one year review of Adidas Superstar: Returning it ASAP. #Health, #Lifestyle Curious about your experience too.","#Health, #Lifestyle",,"satisfaction, amazing, eco-friendly, outdated",Delivery,3
efz3l5y38ewe,"Sad to report with my new Xbox Series X from Microsoft! Had issues with it. #Sustainable, #Lifestyle, #Eco","#Sustainable, #Lifestyle, #Eco",@ReviewSite,"premium, efficient, durable",Product,3
7et24eob58bd,Just tried the Pixel Buds from Google. Worth every penny. #Fitness Would love to get your feedback!,#Fitness,@CompetitorBrand,"satisfaction, responsive, improved",Support,3
uz1ah0dqa5co,"Just unboxed my new Corolla from Toyota. Had issues with it. Can't contain my excitement #Affordable, #TrendAlert","#Affordable, #TrendAlert",@CelebrityName,"slow, modern, responsive",Returns,1
237j7430tl4h,"Comparing Adidas NMD to the competition. Absolutely loving it. #Travel, #MustHave, #SpecialOffer Would love to get your feedback!","#Travel, #MustHave, #SpecialOffer",@ProductTeam,"efficient, improved, premium, luxury",Pricing,2
telvofkk9ans,"Has anyone else experienced customer service with Google's Nest Hub? Not worth the money.  #Quality, #Tech","#Quality, #Tech",,"innovation, budget, amazing",Support,5
zs21cnws00vl,"Just tried the Samba from Adidas. Highly recommend. #Reviews, #Innovation Curious about your experience too.","#Reviews, #Innovation",,"poor, design, stylish",Support,5
6ix3i5q2grjy,"Attended the Adidas SpringBlast2025 event yesterday. Not bad. #Fashion, #NewRelease, #Promo Really interested in hearing your thoughts!","#Fashion, #NewRelease, #Promo","@StyleGuide, @BrandSupport","stylish, service, responsive, modern",Product,5
fdbbs3jkwod3,"My one month review of Google Nest Hub: Not worth the money. #Beauty, #Quality Really interested in hearing your thoughts!","#Beauty, #Quality",@ProductTeam,"excellent, experience, performance",Support,4
8buspd5tkpc2,"Just unboxed my new Pixel Buds from Google. Not worth the money. So happy #BestValue, #Trending","#BestValue, #Trending",,"customer, reliable",Support,2
9097vtd87243,"My three months review of Microsoft Surface Laptop: Not worth the money. #Exclusive, #Premium, #SpecialOffer","#Exclusive, #Premium, #SpecialOffer",@InfluencerName,"modern, performance",Pricing,3
86o0rj4qbmyg,"Just tried the AirPods Pro from Apple. Absolutely loving it. #Travel, #Sustainable Curious about your experience too.","#Travel, #Sustainable","@InfluencerName, @NewsOutlet","value, budget, quality, improved",Returns,1
b2fijfkyq37a,"Feeling let down with my new Stan Smith from Adidas! Not bad. #Limited, #Innovation, #Food","#Limited, #Innovation, #Food",@RetailSupport,"delivery, responsive",Product,5
mro7z572cmcg,Just unboxed my new Galaxy Watch from Samsung. Mixed feelings about it. Cannot believe #Innovation,#Innovation,,"customer, premium, user-friendly",Marketing,2
bsbcolesof8l,"Comparing Adidas Yeezy to the competition. Exceeded my expectations. #Beauty, #MustHave, #Eco Would love to get your feedback!","#Beauty, #MustHave, #Eco","@RetailSupport, @IndustryExpert","competitive, price, helpful, amazing",Delivery,2
6af77bg48e2b,"Has anyone else experienced delivery delays with Adidas's Stan Smith? Absolutely loving it.  #CustomerService, #Food","#CustomerService, #Food",,"innovation, disappointing, stylish",Returns,4
u3xsdbdgz81r,"Comparing Google Pixel 8 to the competition. Returning it ASAP. #CustomerService, #Health Let me know what you think!","#CustomerService, #Health",,"feature, stylish, value",Support,5
qvzpwa2s46rm,"Attended the Pepsi NewYearNewYou event yesterday. Disappointed with the quality. #SpecialOffer, #Lifestyle Let me know what you think!","#SpecialOffer, #Lifestyle",@CelebrityName,"budget, reliable, responsive",Returns,5
ersraeqb3guy,"Just saw an ad for Amazon Fire Tablet during the LaunchWave. Had issues with it. #Fitness, #Sustainable","#Fitness, #Sustainable",,"responsive, poor",Marketing,1
waw6xzz2cxgb,Comparing Apple Mac Mini to the competition. Mixed feelings about it. #Trending Would love to get your feedback!,#Trending,"@CelebrityName, @RetailSupport","feature, satisfaction",Returns,5
6mik1va057fa,"My three months review of Google Chromebook: Does the job. #Fashion, #Exclusive, #Discount Curious about your experience too.","#Fashion, #Exclusive, #Discount","@MarketingTeam, @BrandCEO","experience, price, satisfaction, improved",Delivery,3
pdhycpfh71n6,"Just tried the Predator from Adidas. Had issues with it. #Affordable, #Reviews, #Beauty Curious about your experience too.","#Affordable, #Reviews, #Beauty","@MarketingTeam, @CompetitorBrand","traditional, durable, expensive, budget",Product,1
na7um2nk4bgg,"My one year review of Pepsi Pepsi Zero Sugar: Not worth the money. #Food, #BestValue, #ProductLaunch","#Food, #BestValue, #ProductLaunch",@NewsOutlet,"poor, feature, innovation",Returns,4
mj4a6c5wq1rs,"Just tried the Air Max from Nike. Returning it ASAP. #Sustainable, #BestValue Curious about your experience too.","#Sustainable, #BestValue","@BrandCEO, @CelebrityName","slow, recommendation, price",Product,5
ybmerh1pxfov,"Samsung EarthDay is underwhelming! Can't wait to see what's coming next. #Reviews, #Innovation Curious about your experience too.","#Reviews, #Innovation",,"unique, delivery",Marketing,4
iz38qx5t0ygi,Just saw an ad for Apple MacBook Pro during the PowerRelease. Highly recommend. #Lifestyle Let me know what you think!,#Lifestyle,,"price, traditional, unique, responsive",Pricing,2
nxb53qiw5u87,Just tried the Epic React from Nike. Best purchase ever. #NewRelease Really interested in hearing your thoughts!,#NewRelease,@TrendSetter,"expensive, performance, design",Product,1
wutldoflrfyx,"Confused about with my new Tacoma from Toyota! Not worth the money. #Sale, #Travel, #Quality","#Sale, #Travel, #Quality",,"value, helpful, competitive, customer",Pricing,4
tvtlhqcsxuj0,"Microsoft SustainableFuture is amazing! Can't wait to see what's coming next. #Innovation, #MustHave Curious about your experience too.","#Innovation, #MustHave","@TrendSetter, @ProductTeam","sustainable, stylish, fast, outdated",Product,1
je9di1ai9qct,"Attended the Samsung CustomerFirst event yesterday. Returning it ASAP. #Exclusive, #SpecialOffer Let me know what you think!","#Exclusive, #SpecialOffer",@ProductTeam,"durable, budget",Product,2
qg8owlq6baex,Has anyone else experienced battery problems with Amazon's Halo Band? Had issues with it.  #Fitness,#Fitness,,"price, stylish, fast",Marketing,2
izyqnwus0nn5,Delighted with my new Epic React from Nike! Disappointed with the quality. #Tech Would love to get your feedback!,#Tech,@CompetitorBrand,"feature, excellent, slow",Delivery,1
ul3ftxshir6t,"Just unboxed my new Surface Laptop from Microsoft. Not bad. Super excited #Fashion, #Deal Really interested in hearing your thoughts!","#Fashion, #Deal","@MarketingTeam, @BrandCEO","improved, durable, user-friendly, delivery",Product,3
c7zpcek2jyxk,Google SpringBlast2025 is amazing! Can't wait to see what's coming next. #Promo Really interested in hearing your thoughts!,#Promo,"@CustomerService, @NewsOutlet","user-friendly, traditional",Support,3
fsugwg0mxrnr,Attended the Nike SustainableFuture event yesterday. Highly recommend. #Discount Would love to get your feedback!,#Discount,"@BrandSupport, @NewsOutlet","competitive, expensive, cheap, amazing",Support,4
