post_id,user_id,time_id,brand_id,language_id,sentiment_id,sentiment_score,likes_count,shares_count,comments_count,impressions,engagement_rate,buzz_change_rate,sentiment_score,toxicity_score,user_past_sentiment_avg,user_engagement_growth
rbg323v4akze,user_2xjll39s,9823,3264,9,3,-0.8277,2791,3,144,54474,0.05393,-48.9,-0.8277,0.0058,0.0273,0.0175
uir5hyf6wp7l,user_w79f6rcd,9824,2295,7,5,0.717,3111,1429,868,7425,0.72835,51.1,0.717,0.9025,0.1862,-0.4422
ivagopu7vd4v,user_hf1zwdkm,9825,4154,7,1,0.9151,4146,1263,833,7676,0.81318,-98.7,0.9151,0.7916,0.0061,-0.3705
65d6a6b90g5h,user_pcq9efad,9826,335,8,12,-0.8082,3753,886,902,44112,0.12561,50.7,-0.8082,0.8445,0.7317,0.1327
2tumb49pe394,user_34tlxzma,9827,1125,1,6,-0.6571,714,170,341,74541,0.01643,-56.5,-0.6571,0.9631,-0.293,-0.3407
z1gl7tkm6vgs,user_hfxj9kqc,9828,4053,8,3,-0.4385,1431,38,110,92600,0.01705,-7.7,-0.4385,0.232,-0.2433,-0.2908
dc9bwfcyk4zc,user_j3tr99n2,9829,3671,7,5,0.8419,3895,1296,996,26332,0.23496,40.7,0.8419,0.6604,0.0504,0.1738
nt6ksezyikjc,user_3ez16vv0,9830,651,1,5,0.5537,4357,417,913,75047,0.07577,54.9,0.5537,0.7568,0.6266,-0.3959
zzpafpna0dr3,user_ahhyjl9n,9831,751,10,2,-0.5735,4793,1466,805,36663,0.19267,-38.3,-0.5735,0.7499,0.8764,0.4792
iupzacna4m6j,user_4ektse72,9832,3318,3,2,-0.7481,215,609,201,50850,0.02015,-62.2,-0.7481,0.7059,0.8061,0.4431
lupvpgu5wygk,user_2g5oa6pd,9833,1756,3,2,-0.9285,80,181,910,54238,0.02159,-70.8,-0.9285,0.7966,0.3167,-0.4695
efq4n2c6expn,user_sct7froq,9834,1867,9,4,-0.3048,1279,381,951,74182,0.03519,10.4,-0.3048,0.6902,-0.7164,0.4326
076gycirxxvp,user_a7p5u7lh,9835,544,6,2,-0.4279,738,1410,359,47772,0.05247,-88.4,-0.4279,0.1909,-0.3483,-0.1955
tqztfmldun52,user_h596m1wy,9836,3750,8,6,-0.6907,2089,176,720,40888,0.073,76.4,-0.6907,0.2365,-0.2791,-0.0675
4pkvgdtz6zcu,user_jxi0yewx,9837,132,1,9,0.4583,3549,1249,630,81040,0.06697,-98.8,0.4583,0.6085,0.4613,-0.4597
43nfobulxdbt,user_fn0zg55y,9838,3786,8,12,-0.2515,2531,422,502,69585,0.04965,10.0,-0.2515,0.4134,-0.7035,-0.0331
bv8bxkg5hhyl,user_24ozw5tx,9839,1476,9,8,0.2383,694,1171,749,79231,0.03299,-11.1,0.2383,0.8895,0.6146,0.1581
naxzlaqzv2bh,user_q5z4cl77,9840,4155,10,4,-0.4134,3302,1989,968,21046,0.29739,41.6,-0.4134,0.9322,-0.4495,0.2461
9dwkevp8oza5,user_3g7d4564,9841,1010,1,2,-0.9802,819,564,595,36797,0.05375,-48.9,-0.9802,0.7286,0.2272,0.4736
q78oevjje0y6,user_c66mua3o,9842,2430,4,5,0.5625,4768,1864,720,2278,3.22739,72.1,0.5625,0.6573,0.4509,-0.1701
e152arul2nqn,user_6m3f6twl,9843,3581,8,10,0.0635,893,1077,444,30447,0.07928,43.3,0.0635,0.0374,-0.1344,0.1791
waojd5d12a3s,user_4o8u2b7h,9844,4156,9,10,-0.0089,4915,1866,602,8841,0.83508,43.8,-0.0089,0.5336,0.2798,-0.4938
ftd7cdnp5tj0,user_d5c9q47x,9845,4157,2,12,-0.2108,2354,803,474,16830,0.21574,70.2,-0.2108,0.9467,-0.1855,-0.4532
nu4uilhkkmyn,user_la7ks1da,9846,2435,6,12,-0.4006,120,390,196,18104,0.03899,67.6,-0.4006,0.7381,0.15,0.0864
rz69y26r9vt1,user_0n4ygkok,9847,2452,4,3,-0.5361,1148,672,988,49418,0.05682,66.8,-0.5361,0.5633,0.2716,0.4687
00ulvl58zft4,user_wp6lrjvc,9848,3241,7,8,0.7089,2508,827,727,69166,0.05872,-77.9,0.7089,0.4819,-0.473,-0.2111
9q7wx5mk3y6u,user_mk0yji7w,9849,1829,6,6,-0.4515,1434,658,248,38115,0.06139,-45.5,-0.4515,0.678,0.1098,-0.3006
pumbd2675pnh,user_1mgc2mg0,9850,758,2,1,0.989,4204,855,407,8494,0.64351,51.0,0.989,0.7197,-0.6699,-0.3479
x8zear385gwo,user_tk0nqd2z,9851,4158,7,7,0.6232,2701,1743,250,778,6.03341,7.4,0.6232,0.4719,-0.0558,-0.0949
mcjhoyrcgpf1,user_44rd9rbq,9852,3164,2,3,-0.8691,2272,427,277,30142,0.09873,-6.1,-0.8691,0.969,0.2269,-0.1447
so5vur6dnfw5,user_96rhm5z2,9853,757,4,2,-0.7386,3372,1482,360,22079,0.23615,-64.3,-0.7386,0.4267,-0.4873,0.3869
dvc2ck70dy5c,user_q1q7f90z,9854,1919,9,15,0.1465,1134,912,465,96734,0.02595,-86.3,0.1465,0.522,0.3997,-0.283
s5hnqdb5hu09,user_fa187dd4,9855,456,5,13,0.0355,4902,1115,770,27766,0.24443,33.8,0.0355,0.1776,0.7917,-0.0709
tabea3ek3whd,user_3o3sb59a,9856,2904,9,14,-0.1,29,1483,817,25548,0.09116,-51.3,-0.1,0.2198,0.172,0.486
5jb0gvv8p5tz,user_vuu7r75n,9857,3316,5,11,-0.0265,326,216,217,66708,0.01137,-89.3,-0.0265,0.747,0.2764,-0.2687
sdvvu17nrkox,user_el7p61z8,9858,3820,5,3,-0.8885,4444,1985,264,88703,0.07545,44.8,-0.8885,0.5359,-0.9742,0.256
hnta6m7k4blw,user_owsyja0o,9859,3921,7,6,-0.8882,4974,316,875,93463,0.06596,62.3,-0.8882,0.7872,0.2013,0.349
vn16a1ijlawo,user_98qe6dz3,9860,1142,6,4,-0.5805,3255,249,846,43049,0.10104,-9.3,-0.5805,0.6909,-0.5026,-0.2408
i6107mb54fgp,user_rj1j2wi9,9861,3530,8,9,0.9205,3599,574,209,49803,0.08798,64.0,0.9205,0.452,-0.7265,-0.1286
29iciw93ddyr,user_81otnxj4,9862,3748,7,4,-0.3102,3870,858,883,54360,0.10321,-80.7,-0.3102,0.4757,0.1475,0.1115
ev97eb8rccka,user_eppdqj3f,9863,741,1,7,0.8516,1277,544,40,17669,0.10532,-49.5,0.8516,0.7208,-0.2548,0.2543
a4dssi4gs3pk,user_hpbcendz,9864,3147,5,7,0.2267,3980,1479,693,46703,0.13172,-98.0,0.2267,0.942,-0.9299,0.1126
4tyasq4xfv2n,user_4lgo3u22,9865,701,8,4,-0.2696,2142,1231,454,87385,0.04379,-24.4,-0.2696,0.9189,-0.4322,0.0325
zas7njmqkekj,user_8hyieyd6,9866,2020,3,2,-0.5787,1837,1207,429,83729,0.04147,-4.2,-0.5787,0.3216,-0.2412,-0.4723
vgi0bmvp6ts1,user_wlyfo0oz,9867,2218,1,4,-0.4526,3672,1530,484,58985,0.09639,-9.1,-0.4526,0.0519,0.8943,0.4896
eomoaqn65ek2,user_fno59qfj,9868,772,6,6,-0.2178,4310,990,835,17705,0.34651,-13.6,-0.2178,0.4237,-0.6979,0.0064
9g37z3k4l3d6,user_zl5thrp6,9869,1222,3,5,0.7671,3233,1742,888,77526,0.07562,97.6,0.7671,0.9535,-0.4724,-0.0581
0112mxlck3tj,user_5ygswg5c,9870,3823,4,8,0.9616,3620,586,251,93841,0.04749,-57.1,0.9616,0.6875,-0.5184,0.4799
6d7veh0ox4yt,user_6xebf4hc,9871,100,5,12,-0.7229,903,100,883,14950,0.12615,86.2,-0.7229,0.3843,-0.9768,0.3313
encigwadjwzv,user_dz537zs8,9872,3020,2,4,-0.8137,1613,825,433,33537,0.0856,-92.6,-0.8137,0.9017,0.7785,0.3593
b8plrmrlsyxi,user_9vnoq7mg,9873,2492,4,8,0.5853,3550,482,520,42192,0.10788,-71.2,0.5853,0.2957,-0.4072,0.2069
u6middnnwq62,user_dht77hq3,9874,438,8,11,-0.1542,2755,716,33,15043,0.23293,21.3,-0.1542,0.3484,-0.422,0.1068
9czuqwm8d17n,user_9wp6ffo3,9875,2370,2,4,-0.8523,4285,1459,5,22628,0.25406,42.6,-0.8523,0.1833,-0.5501,-0.2988
d7mugp06qohp,user_cyalrpom,9876,1346,4,3,-0.8558,295,322,637,16215,0.07733,87.5,-0.8558,0.2053,0.9681,0.3602
mzz8pjdhynbb,user_xa3fvm8o,9877,4159,3,11,-0.003,3626,560,24,92136,0.04569,-43.6,-0.003,0.6282,0.6996,0.4633
bnqoe1y1bozs,user_51g72cik,9878,1062,4,6,-0.8168,4052,1652,153,84335,0.06944,-4.8,-0.8168,0.87,0.1696,0.0705
xuea5oic04nn,user_nxibjcdr,9879,1171,10,1,0.3362,1121,1204,543,96242,0.02979,-75.7,0.3362,0.2324,0.6254,0.0531
hikoh4r9phwh,user_1l3ueffw,9880,3505,1,4,-0.2574,728,1895,375,69113,0.04337,-6.3,-0.2574,0.9141,-0.1503,0.1341
i49l8ucelg1p,user_mifbi10p,9881,4160,2,2,-0.3679,1433,1621,354,53579,0.0636,-38.7,-0.3679,0.6571,0.2357,0.1208
lwr8zd4djbok,user_jdbfy4xd,9882,3182,4,1,0.2257,3665,119,342,42158,0.09786,21.3,0.2257,0.8026,-0.0072,0.2837
48c3ofpdpnyi,user_dtjcei47,9883,1897,2,1,0.8909,310,1844,634,27221,0.10242,-4.7,0.8909,0.5757,0.0702,-0.365
a1t3m69jo2a2,user_u5191vak,9884,4115,3,8,0.6221,2500,1061,774,51343,0.08443,-51.6,0.6221,0.5858,-0.9673,0.4795
ok816vj1gu24,user_z6wi4em1,9885,986,5,11,-0.0859,792,1140,476,65115,0.03698,64.9,-0.0859,0.4036,0.828,-0.3498
c61kqp4tsqsx,user_x4kulgku,9886,1863,9,4,-0.8991,1336,1936,262,93446,0.03781,-89.3,-0.8991,0.3609,0.2823,-0.2317
i0j71rlv4b2y,user_1x4j6iao,9887,1408,7,8,0.6087,2372,1897,869,60201,0.08534,-36.6,0.6087,0.7496,-0.1273,-0.0665
flri8gmo15sd,user_f7imnq8w,9888,3797,8,13,0.1955,4040,1572,296,22665,0.26066,69.3,0.1955,0.9642,-0.4274,-0.3197
g0kphq191xae,user_kvyub36d,9889,3661,4,10,0.0273,2572,1766,895,23699,0.22081,12.9,0.0273,0.213,0.0422,-0.2266
l5chs6hyvuue,user_z3gfb92p,9890,567,10,6,-0.8992,3068,1445,222,26802,0.17666,-39.9,-0.8992,0.6555,-0.0166,0.0768
1qywwyqnecxd,user_bkvc48om,9891,3598,7,12,-0.9567,1675,628,350,29467,0.09003,-51.0,-0.9567,0.5351,0.4542,0.4732
2x6oi1ds7gln,user_yicf23mg,9892,1484,3,3,-0.7502,183,1767,357,7754,0.29752,43.6,-0.7502,0.6025,-0.3627,-0.086
ticza7ya3dos,user_fkbojoqk,9893,4161,6,8,0.8991,1730,539,694,82068,0.0361,79.7,0.8991,0.617,0.121,-0.307
oi7rdpevs2g2,user_pvc6v2kq,9894,4162,4,13,0.1853,2318,1242,947,65068,0.06926,-96.2,0.1853,0.647,-0.4609,-0.2502
u4y9gfmd60eq,user_861vyg6l,9895,3346,8,1,0.9501,1097,1739,471,63896,0.05175,-63.2,0.9501,0.7379,0.6786,0.4259
fpnimdjckuso,user_6fijt4ks,9896,2384,4,4,-0.6441,3422,699,13,48621,0.08502,30.6,-0.6441,0.8841,0.4844,-0.0395
bdzjdwyx0msp,user_omnoyjnn,9897,2736,2,7,0.6887,4440,1946,723,58799,0.1209,-66.1,0.6887,0.4301,-0.0072,0.1721
xd0f6u9haywu,user_qzcaywm0,9898,3364,7,9,0.9232,4231,947,629,8651,0.67125,84.1,0.9232,0.8918,0.2854,0.0973
8wko4u6dufn3,user_2w70tmv7,9899,331,9,8,0.9816,3112,733,276,4024,1.0241,-43.4,0.9816,0.3902,-0.4038,0.1181
g1yfi2p6ijpm,user_veuczwoc,9900,30,1,5,0.3204,2457,18,591,18768,0.16336,85.7,0.3204,0.0409,-0.7667,-0.0318
wna8zsilunia,user_4n0ymfh9,9901,702,10,7,0.2275,425,1526,135,51907,0.04018,78.7,0.2275,0.8817,0.2355,-0.0811
j5ej72dgxzxl,user_0nfs35g0,9902,2376,7,2,-0.5726,2841,430,56,69311,0.048,21.8,-0.5726,0.0775,-0.4836,0.433
bywdxdqcf0jz,user_mkvdb1js,9903,2541,7,13,-0.0301,1327,123,307,66955,0.02624,75.6,-0.0301,0.9508,-0.6815,-0.0016
t67bdwosdnzt,user_0u0d87q3,9904,3463,10,1,0.5164,3070,233,725,89618,0.04494,-95.2,0.5164,0.7661,0.0299,0.4498
h603v5q4yxyd,user_6e99lerx,9905,3148,10,9,0.611,1475,62,222,78875,0.0223,-67.3,0.611,0.4948,-0.9982,-0.3929
vl40r5lydm1b,user_sxvqd6rh,9906,2117,5,7,0.8906,1637,1450,869,64144,0.06167,48.8,0.8906,0.6249,0.6231,0.1451
rox9aclkjyju,user_6yi7u1ne,9907,4061,1,5,0.875,2667,688,163,64435,0.05459,27.9,0.875,0.8557,-0.6491,0.4838
a3j3ry8fxk2u,user_oac6vc0a,9908,3017,3,2,-0.9091,3033,759,741,43392,0.10446,88.7,-0.9091,0.0297,-0.1735,0.2598
yqak771snk8j,user_9zynjohf,9909,2405,4,8,0.7697,1954,536,607,28937,0.10702,9.5,0.7697,0.278,-0.1122,-0.0248
2gq6i2rqw2qc,user_wnsuz3cz,9910,3749,3,2,-0.9309,470,1039,77,81924,0.01935,8.7,-0.9309,0.952,0.8741,-0.0496
ytf3hnh864zq,user_btz0hsjh,9911,2554,6,4,-0.5937,1434,1482,569,99257,0.03511,-19.4,-0.5937,0.1803,-0.5083,0.3409
z8xusqubms0u,user_dexa89m5,9912,2935,10,3,-0.2809,3484,314,286,18313,0.22301,-53.1,-0.2809,0.1959,0.7656,0.223
yehqbfs2f3hu,user_ghz5pb20,9913,2689,8,4,-0.8817,3289,1696,941,93709,0.06323,-29.3,-0.8817,0.43,-0.0369,-0.0007
kxkk5jdc44rq,user_4q8s37lf,9914,4163,6,9,0.9833,4504,151,490,9305,0.55292,34.4,0.9833,0.7761,-0.1002,0.1079
3iuy9g5wse0m,user_cevgv0bp,9915,1496,6,3,-0.4663,429,135,660,29061,0.04211,-54.1,-0.4663,0.5191,0.0065,0.4963
k5l67uj9wv2t,user_gbfw65um,9916,3085,5,9,0.5197,4065,901,547,1154,4.77729,84.0,0.5197,0.2081,0.1077,-0.3253
4uacw1cvcwoh,user_tzi0wtl3,9917,1535,1,2,-0.4098,2907,1506,357,9705,0.49149,-13.6,-0.4098,0.3775,-0.2322,-0.2291
uey0illo0k3n,user_lwaivktq,9918,1191,9,4,-0.2666,2429,870,936,93946,0.04507,77.8,-0.2666,0.284,0.0849,-0.1858
8d6ydbqjam6p,user_t0hdil4d,9919,265,1,6,-0.3712,1329,708,299,9557,0.24442,-60.8,-0.3712,0.7164,-0.7313,0.3675
6s6tbbv960x0,user_pf1knc9n,9920,1922,7,5,0.4552,1962,1964,272,89587,0.04685,33.3,0.4552,0.4973,-0.402,-0.2604
3lmhgh78o9yk,user_jnpu6srn,9921,77,5,12,-0.3894,3919,200,174,94746,0.04531,-16.2,-0.3894,0.5629,0.2565,-0.2799
hr5en7oyo8ph,user_iob5m23x,9922,1467,6,9,0.8262,410,1030,746,24949,0.08761,-89.2,0.8262,0.617,-0.5143,-0.0506
nzm3sq0fsnxh,user_jh3b8sqc,9923,3868,10,4,-0.8178,4662,490,200,70914,0.07547,-64.2,-0.8178,0.254,-0.2792,-0.4776
msrjl1fqw9gl,user_atlkksuy,9924,2439,4,15,-0.1091,2841,606,394,6488,0.59201,54.2,-0.1091,0.2258,0.5773,0.3792
wvm6w4juhyzc,user_mnjfkjlm,9925,2083,1,7,0.4892,4966,1816,636,67033,0.11066,45.3,0.4892,0.4366,-0.1346,-0.0812
7m39evvwi7d7,user_n2lcrmt9,9926,629,9,8,0.8388,2720,379,983,33609,0.12145,99.7,0.8388,0.6916,-0.8771,0.1251
m6y2sd6bykll,user_k7tyv3h1,9927,975,3,9,0.8625,3246,1580,294,62414,0.08203,-53.6,0.8625,0.0267,0.8545,0.2058
edmq7f9igx8e,user_6qm22sm5,9928,1437,2,2,-0.5186,4394,1229,400,29505,0.20413,54.2,-0.5186,0.1341,0.4279,-0.1462
66p5enomv79t,user_g5pcxzq0,9929,209,3,8,0.6844,3966,1034,55,3159,1.60018,-31.9,0.6844,0.5188,0.6272,-0.0954
5x0112k3giqp,user_vbjpbdym,9930,4164,10,9,0.9079,3871,1154,717,65533,0.08761,-53.0,0.9079,0.4721,-0.3548,-0.3512
h1n9pn4qszzx,user_vbhivt05,9931,814,1,4,-0.8829,4241,1029,499,11656,0.49493,33.4,-0.8829,0.9309,-0.2175,-0.0211
0p04tm5cy39q,user_lh916avh,9932,1283,1,1,0.7407,2045,875,412,7033,0.47376,11.7,0.7407,0.3634,0.4586,-0.4763
5dsuzit1ysnc,user_twpnd5oy,9933,2816,5,7,0.8748,3816,51,879,80286,0.05911,-75.9,0.8748,0.0934,0.1173,0.0561
nrysftze7pth,user_p7idmqbj,9934,3087,3,2,-0.514,1015,844,601,8025,0.30654,-27.5,-0.514,0.169,0.3442,0.1555
zscwrepioaef,user_eb25c7yg,9935,2237,7,8,0.4858,1862,1128,491,90475,0.03847,0.0,0.4858,0.1304,0.2093,-0.3156
wt9m51l1u6i9,user_pwn439ff,9936,3359,8,2,-0.9819,3123,1988,904,94011,0.06398,-11.5,-0.9819,0.4622,0.1724,0.0893
mbykzpzh1l1y,user_3hhrkhef,9937,2795,4,14,-0.0511,4812,1777,553,90962,0.07851,-73.4,-0.0511,0.813,-0.758,-0.4523
6y6wrzcg4lrs,user_kby8qhfg,9938,3209,10,15,0.0033,3720,329,56,54607,0.07517,-98.9,0.0033,0.0233,-0.9988,0.2742
8y45mcjmjd9y,user_dur5dvjk,9939,1608,9,12,-0.7388,1413,1053,195,59628,0.04462,63.8,-0.7388,0.7364,-0.6584,0.1423
sxoex5wm3zyt,user_dhusuop6,9940,383,10,6,-0.5236,4158,177,249,79254,0.05783,-99.3,-0.5236,0.1018,-0.2758,0.0555
9lhgekwx3snl,user_d32kzo8q,9941,3143,7,5,0.5568,2906,785,300,86030,0.04639,10.1,0.5568,0.8948,0.2086,0.23
d59wgj8snng1,user_lgoxr0kj,9942,2308,2,11,-0.0372,3323,1096,256,772,6.05569,21.5,-0.0372,0.8692,0.2782,-0.3853
y1af7neiuj20,user_qgiopi7l,9943,3328,10,9,0.5375,2587,264,567,41058,0.08324,-52.9,0.5375,0.4298,-0.6598,-0.3812
jx6a3kl42vzm,user_a2acmgpm,9944,918,2,4,-0.425,3159,1881,999,96052,0.06287,-2.4,-0.425,0.2273,0.9361,0.0389
cc2maamxo2l7,user_tsols2ff,9945,1480,8,5,0.3984,4641,1020,130,44864,0.12907,15.2,0.3984,0.7144,-0.9928,0.2073
d4nje3rnoybn,user_gmaqvbqx,9946,4165,3,8,0.236,1204,1671,720,16718,0.21503,40.2,0.236,0.4365,0.7059,0.4615
wg7ysseep6aw,user_3sg5sx5x,9947,3683,2,4,-0.5529,1451,875,420,41132,0.06676,19.2,-0.5529,0.96,-0.8715,-0.0399
783cnv6uihga,user_oo0ynxmf,9948,4166,1,14,0.1506,3436,494,803,41818,0.11318,36.7,0.1506,0.5158,0.2777,0.3277
365r1nycx2h0,user_isgatbdm,9949,3975,9,8,0.5813,4843,350,803,58218,0.10299,-36.8,0.5813,0.5672,-0.2028,0.2682
t2wmmlmafyb7,user_yn1qmvtd,9950,3466,1,2,-0.5069,2279,473,769,71853,0.049,-66.3,-0.5069,0.983,0.9595,-0.1206
hac3cx11yc0t,user_q0516kzt,9951,611,10,2,-0.4995,3291,1914,181,4896,1.10008,-29.2,-0.4995,0.0143,-0.0914,0.0972
obwj6ua1v8v1,user_8v3xcryv,9952,4167,3,10,-0.1319,1805,215,834,29894,0.09547,59.6,-0.1319,0.6698,-0.1943,0.1825
ufumycwz8rcm,user_junx3vjp,9953,888,3,12,-0.5769,718,549,126,75345,0.01848,42.7,-0.5769,0.1313,0.0591,-0.2456
qvm1pq5drift,user_phflarab,9954,913,6,12,-0.3602,513,1774,261,24843,0.10256,45.1,-0.3602,0.1283,0.9415,-0.4612
2omz34jycvz1,user_tiltuhni,9955,3341,9,3,-0.5869,262,878,756,67722,0.02799,-81.8,-0.5869,0.8809,-0.0857,0.0819
msc4r3y1eow2,user_w06oezdc,9956,1982,5,10,0.1326,2235,1785,284,21395,0.20116,83.2,0.1326,0.9194,-0.5113,0.4374
fokohub3uzih,user_9ls5pg5b,9957,2002,7,2,-0.4237,3494,1478,336,48383,0.1097,-18.4,-0.4237,0.006,0.3084,-0.1997
eohjpkg344d8,user_swfc1h0d,9958,1499,7,9,0.6264,2357,603,987,81593,0.04837,-1.0,0.6264,0.7359,-0.7288,-0.1722
ajnhyph5nsn8,user_428nsaol,9959,2716,4,4,-0.3872,1204,386,830,50191,0.04821,97.9,-0.3872,0.8799,0.2481,0.4315
l1fsylm5ih51,user_56zj0ksh,9960,4002,2,12,-0.2139,3115,989,903,18477,0.27098,34.1,-0.2139,0.9029,0.4247,-0.3453
z48xibbmk72w,user_qja7iflt,9961,2252,3,3,-0.3149,3587,612,448,45112,0.10301,31.8,-0.3149,0.9079,0.4174,-0.3855
s7o4s656ouiu,user_i2tmzp9v,9962,2471,10,3,-0.228,4618,1375,553,95888,0.06826,-75.1,-0.228,0.1649,0.1019,0.1164
kl1t5e787c3d,user_bd2qt3e1,9963,3252,4,1,0.5446,4088,1924,730,39873,0.16908,69.5,0.5446,0.2263,-0.649,-0.1113
1ttfpp9yxrz0,user_x0ak1plt,9964,2045,8,1,0.5146,881,1767,21,83361,0.03201,75.2,0.5146,0.8472,0.861,-0.3474
k965xo7h0qgm,user_ww4uhn0i,9965,736,9,7,0.401,3304,1856,519,47956,0.11842,-72.0,0.401,0.1677,-0.2395,-0.3882
gm7hmayar4il,user_wr2785sn,9966,2444,9,3,-0.2851,1,1249,614,91781,0.0203,64.0,-0.2851,0.3828,0.3548,0.0827
h936p6bd9e3t,user_w7kcshde,9967,2608,10,6,-0.8589,4038,88,847,17859,0.27845,58.7,-0.8589,0.6753,-0.4786,0.1665
ytxm23l53wtu,user_3zyvz3i4,9968,2126,4,12,-0.3348,2227,453,730,38053,0.08961,-45.3,-0.3348,0.1846,-0.9461,0.3974
18c4ypw529uc,user_z0n8qn8v,9969,1417,10,15,0.0052,2533,95,788,45398,0.07524,-55.2,0.0052,0.6237,-0.0137,-0.2942
g5sxwhu1nw2w,user_tdwe55zf,9970,3281,3,5,0.9242,3367,1069,903,46185,0.1156,14.5,0.9242,0.8174,0.5943,-0.4332
l6y4wqsfpvj0,user_s8ocg36p,9971,14,10,2,-0.7332,161,1563,506,35475,0.06286,-21.6,-0.7332,0.708,0.636,0.1137
303hgo6k0idp,user_8tslb3ax,9972,488,5,7,0.8888,514,142,755,84096,0.01677,-77.3,0.8888,0.2917,0.1991,-0.2956
8cjzdevculkr,user_ykzhne2a,9973,1209,2,8,0.7191,4237,1578,90,58943,0.10018,-58.7,0.7191,0.2139,0.2375,0.3633
2xoqhwvjzh53,user_z05ow6gf,9974,62,5,7,0.7173,1274,144,535,39731,0.04915,77.3,0.7173,0.8429,-0.0718,-0.3072
5s2rura2bmqn,user_w2mblqus,9975,1966,5,8,0.7003,859,1721,272,84288,0.03383,69.0,0.7003,0.4346,-0.0102,0.3893
sxwyh65dhlko,user_dz368qhg,9976,4168,6,15,-0.1545,518,1870,86,41279,0.05993,83.3,-0.1545,0.2423,-0.2141,0.1824
mdzh70h0awfo,user_bqx29u5v,9977,3302,6,6,-0.3,4422,642,980,89184,0.06777,-15.3,-0.3,0.6964,-0.3944,-0.1884
c0955hcbuvc7,user_vxl53yz8,9978,686,9,6,-0.877,3519,194,572,18035,0.23759,65.3,-0.877,0.6514,0.6049,0.1009
zzcbxykefdn4,user_48sivppv,9979,4169,3,2,-0.9256,1742,1686,344,25777,0.14633,-47.4,-0.9256,0.7326,0.5398,0.3635
kzo4myed0f9j,user_x8o6o3mx,9980,1628,2,3,-0.3403,1433,706,284,76663,0.0316,45.4,-0.3403,0.6295,-0.7461,-0.4979
1uhtybbddber,user_qz6yd6ce,9981,307,3,4,-0.3041,1531,1880,338,16936,0.22136,88.0,-0.3041,0.322,0.6786,-0.0524
iayiqhieme0f,user_626fbu3o,9982,2821,7,1,0.3352,3734,1071,557,95135,0.05636,60.6,0.3352,0.692,0.7351,0.2148
jijnvk4k58wl,user_vy0gh38t,9983,619,10,7,0.9937,1784,1951,79,89161,0.04277,-4.9,0.9937,0.5034,0.7145,0.1136
hes6p6p1s4am,user_rotqwwcx,9984,909,10,5,0.4281,3632,1782,611,53586,0.11243,34.3,0.4281,0.5149,-0.1777,0.3886
o00v4lglta19,user_9l33sa41,9985,2685,10,3,-0.9842,2784,1030,876,47530,0.09867,36.6,-0.9842,0.8568,-0.5691,-0.365
zj1q4i3d5g14,user_crbbi9fd,9986,717,8,3,-0.3274,1825,884,914,69479,0.05214,-53.3,-0.3274,0.5941,0.065,0.4903
8ia21afaoblt,user_83f58yg9,9987,3020,6,1,0.404,2262,55,457,55834,0.04968,64.0,0.404,0.4963,-0.0863,-0.0638
5epwmmm2rjw1,user_j4c4xam6,9988,37,6,4,-0.7804,4592,1321,675,23728,0.27764,-70.2,-0.7804,0.425,-0.3964,0.2948
oqzraxnpka7r,user_siye8hkr,9989,3001,5,14,-0.0767,4373,1184,287,5169,1.13058,-73.7,-0.0767,0.1494,0.0111,0.4121
uxbvwvpqfdjz,user_kgra7l1w,9990,1768,10,6,-0.7746,2257,1435,951,99296,0.04675,36.8,-0.7746,0.992,-0.4259,-0.379
w78xot0njfcu,user_uryhcrzb,9991,2728,2,12,-0.4895,233,1047,127,74954,0.01877,-97.9,-0.4895,0.1853,-0.6688,0.2109
91czt2m1t4m0,user_iaotpbgg,9992,1391,5,12,-0.2371,2082,548,775,60378,0.05639,93.3,-0.2371,0.7215,-0.2944,0.3305
ni5fb1e93prs,user_sgkxsjoy,9993,3465,5,1,0.5394,549,8,978,96093,0.01597,-52.6,0.5394,0.5063,-0.6173,-0.2262
okjduiktcbl2,user_1cz5m9ov,9994,1993,4,5,0.4441,3142,766,934,19851,0.24391,-83.0,0.4441,0.77,0.1058,0.3523
guq2u7i0at74,user_hnmiy4xc,9995,2634,4,1,0.3582,1860,46,633,21019,0.12079,-60.4,0.3582,0.5279,0.8343,-0.2667
3ql9gaps7lue,user_il0784vf,9996,1747,7,8,0.4725,746,1702,526,87090,0.03414,-21.9,0.4725,0.2021,0.5641,-0.0265
9xj5z677tm57,user_gihhre7n,9997,2394,7,3,-0.2296,3149,629,926,68224,0.06894,-81.6,-0.2296,0.77,0.4363,0.2646
unurpm2zj5mc,user_vw4dqx86,9998,324,4,5,0.9346,299,1057,433,23264,0.07689,-11.0,0.9346,0.8625,-0.2608,-0.4763
p3x5o7mngxhf,user_kjwzohrz,9999,4032,5,4,-0.207,1716,1555,64,11619,0.28702,22.5,-0.207,0.6914,0.1613,-0.3054
3bo2nru17uob,user_g9dpw08g,10000,4170,6,9,0.5384,4476,1695,23,43123,0.14363,-86.0,0.5384,0.5443,0.8035,0.396
d3s8ki89ju2k,user_mzfziv2i,10001,314,9,15,-0.0496,2141,586,386,11236,0.27705,-11.2,-0.0496,0.9006,-0.6927,-0.3599
6zbx14wmpqmt,user_fqqg2ywh,10002,3294,5,2,-0.6934,4117,552,460,11562,0.4436,96.2,-0.6934,0.9165,0.5499,-0.1112
